TimeStamp,ID,Participant,Booking_system,Item,Score,ScoreN,Component
2/4/2022 11:48:00,240696xxxxx,Participant,NFB,Flexible,Slightly disagree,3,Percieved Ease of Use
2/4/2022 11:48:04,anja220,Participant,Cinemaxx,Flexible,Slightly disagree,3,Percieved Ease of Use
2/4/2022 11:48:13,AL,Participant,NFB,Flexible,Slightly disagree,3,Percieved Ease of Use
2/4/2022 11:48:26,8888,Participant,NFB,Flexible,Agree,6,Percieved Ease of Use
2/4/2022 11:48:36,2020,Participant,Cinemaxx,Flexible,Neither agree nor disagree,4,Percieved Ease of Use
2/4/2022 11:50:32,anja220,Participant,NFB,Flexible,Agree,6,Percieved Ease of Use
2/4/2022 11:50:37,Athen,Participant,NFB,Flexible,Slightly disagree,3,Percieved Ease of Use
2/4/2022 11:50:57,gamer,Participant,NFB,Flexible,Agree,6,Percieved Ease of Use
2/4/2022 11:52:05,Melina,Participant,Cinemaxx,Flexible,Agree,6,Percieved Ease of Use
2/4/2022 11:52:16,Jakob,Participant,Cinemaxx,Flexible,Slightly agree,5,Percieved Ease of Use
2/4/2022 11:52:34,stine,Participant,Cinemaxx,Flexible,Neither agree nor disagree,4,Percieved Ease of Use
2/4/2022 11:52:39,KK,Anthropologist,NFB,Flexible,Slightly disagree,3,Percieved Ease of Use
2/4/2022 11:52:58,ACM,Anthropologist,NFB,Flexible,Neither agree nor disagree,4,Percieved Ease of Use
2/4/2022 11:54:36,704314,Participant,NFB,Flexible,Slightly agree,5,Percieved Ease of Use
2/4/2022 11:54:37,SK95,Participant,NFB,Flexible,Agree,6,Percieved Ease of Use
2/4/2022 11:55:29,gHoStFaCeKiLlEr,Anthropologist,Cinemaxx,Flexible,Neither agree nor disagree,4,Percieved Ease of Use
2/4/2022 11:55:32,240696xxxx,Participant,Cinemaxx,Flexible,Neither agree nor disagree,4,Percieved Ease of Use
2/4/2022 11:55:34,8888,Participant,Cinemaxx,Flexible,Agree,6,Percieved Ease of Use
2/4/2022 11:55:43,QWERTY1001,Participant,Cinemaxx,Flexible,Slightly agree,5,Percieved Ease of Use
2/4/2022 11:56:18,gamer,Participant,Cinemaxx,Flexible,Disagree,2,Percieved Ease of Use
2/4/2022 11:56:21,gHoStFaCeKiLlEr,Anthropologist,NFB,Flexible,Slightly disagree,3,Percieved Ease of Use
2/4/2022 11:56:34,Melina,Participant,NFB,Flexible,Agree,6,Percieved Ease of Use
2/4/2022 11:56:43,KK,Anthropologist,Cinemaxx,Flexible,Slightly agree,5,Percieved Ease of Use
2/4/2022 11:56:50,704314,Participant,Cinemaxx,Flexible,Strongly Agree,7,Percieved Ease of Use
2/4/2022 11:57:54,ACM,Participant,Cinemaxx,Flexible,Slightly agree,5,Percieved Ease of Use
2/4/2022 11:58:20,SK95,Participant,Cinemaxx,Flexible,Agree,6,Percieved Ease of Use
2/4/2022 12:00:33,Tammy,Anthropologist,Cinemaxx,Flexible,Agree,6,Percieved Ease of Use
2/4/2022 12:01:10,AL,Participant,Cinemaxx,Flexible,Agree,6,Percieved Ease of Use
2/4/2022 12:05:24,cocio91,Anthropologist,NFB,Flexible,Agree,6,Percieved Ease of Use
2/4/2022 12:06:55,cocio91,Anthropologist,Cinemaxx,Flexible,Agree,6,Percieved Ease of Use
2/4/2022 11:41:17,201805308,Participant,NFB,Skilful,Agree,6,Percieved Ease of Use
2/4/2022 11:42:28,TRS,Participant,NFB,Skilful,Neither agree nor disagree,4,Percieved Ease of Use
2/4/2022 11:43:10,201805308,Participant,Cinemaxx,Skilful,Strongly Agree,7,Percieved Ease of Use
2/4/2022 11:44:52,2020,Participant,NFB,Skilful,Strongly Agree,7,Percieved Ease of Use
2/4/2022 11:45:49,Athen,Participant,Cinemaxx,Skilful,Agree,6,Percieved Ease of Use
2/4/2022 11:46:01,Jakob,Participant,NFB,Skilful,Strongly Agree,7,Percieved Ease of Use
2/4/2022 11:47:14,TRS,Participant,Cinemaxx,Skilful,Neither agree nor disagree,4,Percieved Ease of Use
2/4/2022 11:47:17,stine,Participant,NFB,Skilful,Slightly agree,5,Percieved Ease of Use
2/4/2022 11:47:18,QWERTY1001,Participant,NFB,Skilful,Strongly Agree,7,Percieved Ease of Use
2/4/2022 11:48:00,240696xxxxx,Participant,NFB,Skilful,Strongly Agree,7,Percieved Ease of Use
2/4/2022 11:48:04,anja220,Participant,Cinemaxx,Skilful,Slightly agree,5,Percieved Ease of Use
2/4/2022 11:48:13,AL,Participant,NFB,Skilful,Neither agree nor disagree,4,Percieved Ease of Use
2/4/2022 11:48:26,8888,Participant,NFB,Skilful,Agree,6,Percieved Ease of Use
2/4/2022 11:48:36,2020,Participant,Cinemaxx,Skilful,Strongly Agree,7,Percieved Ease of Use
2/4/2022 11:50:32,anja220,Participant,NFB,Skilful,Strongly Agree,7,Percieved Ease of Use
2/4/2022 11:50:37,Athen,Participant,NFB,Skilful,Agree,6,Percieved Ease of Use
2/4/2022 11:50:57,gamer,Participant,NFB,Skilful,Agree,6,Percieved Ease of Use
2/4/2022 11:52:05,Melina,Participant,Cinemaxx,Skilful,Strongly Agree,7,Percieved Ease of Use
2/4/2022 11:52:16,Jakob,Participant,Cinemaxx,Skilful,Neither agree nor disagree,4,Percieved Ease of Use
2/4/2022 11:52:34,stine,Participant,Cinemaxx,Skilful,Slightly agree,5,Percieved Ease of Use
2/4/2022 11:52:39,KK,Anthropologist,NFB,Skilful,Slightly disagree,3,Percieved Ease of Use
2/4/2022 11:52:58,ACM,Anthropologist,NFB,Skilful,Neither agree nor disagree,4,Percieved Ease of Use
2/4/2022 11:54:36,704314,Participant,NFB,Skilful,Strongly Agree,7,Percieved Ease of Use
2/4/2022 11:54:37,SK95,Participant,NFB,Skilful,Strongly Agree,7,Percieved Ease of Use
2/4/2022 11:55:29,gHoStFaCeKiLlEr,Anthropologist,Cinemaxx,Skilful,Disagree,2,Percieved Ease of Use
2/4/2022 11:55:32,240696xxxx,Participant,Cinemaxx,Skilful,Strongly Agree,7,Percieved Ease of Use
2/4/2022 11:55:34,8888,Participant,Cinemaxx,Skilful,Slightly agree,5,Percieved Ease of Use
2/4/2022 11:55:43,QWERTY1001,Participant,Cinemaxx,Skilful,Strongly Agree,7,Percieved Ease of Use
2/4/2022 11:56:18,gamer,Participant,Cinemaxx,Skilful,Disagree,2,Percieved Ease of Use
2/4/2022 11:56:21,gHoStFaCeKiLlEr,Anthropologist,NFB,Skilful,Slightly agree,5,Percieved Ease of Use
2/4/2022 11:56:34,Melina,Participant,NFB,Skilful,Agree,6,Percieved Ease of Use
2/4/2022 11:56:43,KK,Anthropologist,Cinemaxx,Skilful,Slightly agree,5,Percieved Ease of Use
2/4/2022 11:56:50,704314,Participant,Cinemaxx,Skilful,Strongly Agree,7,Percieved Ease of Use
2/4/2022 11:57:54,ACM,Participant,Cinemaxx,Skilful,Slightly agree,5,Percieved Ease of Use
2/4/2022 11:58:20,SK95,Participant,Cinemaxx,Skilful,Agree,6,Percieved Ease of Use
2/4/2022 12:00:33,Tammy,Anthropologist,Cinemaxx,Skilful,Neither agree nor disagree,4,Percieved Ease of Use
2/4/2022 12:01:10,AL,Participant,Cinemaxx,Skilful,Slightly agree,5,Percieved Ease of Use
2/4/2022 12:05:24,cocio91,Anthropologist,NFB,Skilful,Agree,6,Percieved Ease of Use
2/4/2022 12:06:55,cocio91,Anthropologist,Cinemaxx,Skilful,Agree,6,Percieved Ease of Use
2/4/2022 11:41:17,201805308,Participant,NFB,Easy_To_Use,Agree,6,Percieved Ease of Use
2/4/2022 11:42:28,TRS,Participant,NFB,Easy_To_Use,Slightly disagree,3,Percieved Ease of Use
2/4/2022 11:43:10,201805308,Participant,Cinemaxx,Easy_To_Use,Strongly Agree,7,Percieved Ease of Use
2/4/2022 11:44:52,2020,Participant,NFB,Easy_To_Use,Agree,6,Percieved Ease of Use
2/4/2022 11:45:49,Athen,Participant,Cinemaxx,Easy_To_Use,Agree,6,Percieved Ease of Use
2/4/2022 11:46:01,Jakob,Participant,NFB,Easy_To_Use,Strongly Agree,7,Percieved Ease of Use
2/4/2022 11:47:14,TRS,Participant,Cinemaxx,Easy_To_Use,Slightly agree,5,Percieved Ease of Use
2/4/2022 11:47:17,stine,Participant,NFB,Easy_To_Use,Agree,6,Percieved Ease of Use
2/4/2022 11:47:18,QWERTY1001,Participant,NFB,Easy_To_Use,Agree,6,Percieved Ease of Use
2/4/2022 11:48:00,240696xxxxx,Participant,NFB,Easy_To_Use,Neither agree nor disagree,4,Percieved Ease of Use
2/4/2022 11:48:04,anja220,Participant,Cinemaxx,Easy_To_Use,Slightly agree,5,Percieved Ease of Use
2/4/2022 11:48:13,AL,Participant,NFB,Easy_To_Use,Slightly disagree,3,Percieved Ease of Use
2/4/2022 11:48:26,8888,Participant,NFB,Easy_To_Use,Strongly Agree,7,Percieved Ease of Use
2/4/2022 11:48:36,2020,Participant,Cinemaxx,Easy_To_Use,Agree,6,Percieved Ease of Use
2/4/2022 11:50:32,anja220,Participant,NFB,Easy_To_Use,Strongly Agree,7,Percieved Ease of Use
2/4/2022 11:50:37,Athen,Participant,NFB,Easy_To_Use,Slightly disagree,3,Percieved Ease of Use
2/4/2022 11:50:57,gamer,Participant,NFB,Easy_To_Use,Agree,6,Percieved Ease of Use
2/4/2022 11:52:05,Melina,Participant,Cinemaxx,Easy_To_Use,Strongly Agree,7,Percieved Ease of Use
2/4/2022 11:52:16,Jakob,Participant,Cinemaxx,Easy_To_Use,Slightly agree,5,Percieved Ease of Use
2/4/2022 11:52:34,stine,Participant,Cinemaxx,Easy_To_Use,Neither agree nor disagree,4,Percieved Ease of Use
2/4/2022 11:52:39,KK,Anthropologist,NFB,Easy_To_Use,Slightly disagree,3,Percieved Ease of Use
2/4/2022 11:52:58,ACM,Anthropologist,NFB,Easy_To_Use,Slightly agree,5,Percieved Ease of Use
2/4/2022 11:54:36,704314,Participant,NFB,Easy_To_Use,Agree,6,Percieved Ease of Use
2/4/2022 11:54:37,SK95,Participant,NFB,Easy_To_Use,Agree,6,Percieved Ease of Use
2/4/2022 11:55:29,gHoStFaCeKiLlEr,Anthropologist,Cinemaxx,Easy_To_Use,Slightly agree,5,Percieved Ease of Use
2/4/2022 11:55:32,240696xxxx,Participant,Cinemaxx,Easy_To_Use,Slightly agree,5,Percieved Ease of Use
2/4/2022 11:55:34,8888,Participant,Cinemaxx,Easy_To_Use,Agree,6,Percieved Ease of Use
2/4/2022 11:55:43,QWERTY1001,Participant,Cinemaxx,Easy_To_Use,Agree,6,Percieved Ease of Use
2/4/2022 11:56:18,gamer,Participant,Cinemaxx,Easy_To_Use,Disagree,2,Percieved Ease of Use
2/4/2022 11:56:21,gHoStFaCeKiLlEr,Anthropologist,NFB,Easy_To_Use,Slightly agree,5,Percieved Ease of Use
2/4/2022 11:56:34,Melina,Participant,NFB,Easy_To_Use,Agree,6,Percieved Ease of Use
2/4/2022 11:56:43,KK,Anthropologist,Cinemaxx,Easy_To_Use,Slightly disagree,3,Percieved Ease of Use
2/4/2022 11:56:50,704314,Participant,Cinemaxx,Easy_To_Use,Strongly Agree,7,Percieved Ease of Use
2/4/2022 11:57:54,ACM,Participant,Cinemaxx,Easy_To_Use,Agree,6,Percieved Ease of Use
2/4/2022 11:58:20,SK95,Participant,Cinemaxx,Easy_To_Use,Agree,6,Percieved Ease of Use
2/4/2022 12:00:33,Tammy,Anthropologist,Cinemaxx,Easy_To_Use,Agree,6,Percieved Ease of Use
2/4/2022 12:01:10,AL,Participant,Cinemaxx,Easy_To_Use,Neither agree nor disagree,4,Percieved Ease of Use
2/4/2022 12:05:24,cocio91,Anthropologist,NFB,Easy_To_Use,Agree,6,Percieved Ease of Use
2/4/2022 12:06:55,cocio91,Anthropologist,Cinemaxx,Easy_To_Use,Agree,6,Percieved Ease of Use
2/4/2022 11:41:17,201805308,Participant,NFB,Frequently,Strongly disagree,1,User Acceptance
2/4/2022 11:42:28,TRS,Participant,NFB,Frequently,Strongly disagree,1,User Acceptance
2/4/2022 11:43:10,201805308,Participant,Cinemaxx,Frequently,Strongly disagree,1,User Acceptance
2/4/2022 11:44:52,2020,Participant,NFB,Frequently,Strongly disagree,1,User Acceptance
2/4/2022 11:45:49,Athen,Participant,Cinemaxx,Frequently,Strongly disagree,1,User Acceptance
2/4/2022 11:46:01,Jakob,Participant,NFB,Frequently,Strongly disagree,1,User Acceptance
2/4/2022 11:47:14,TRS,Participant,Cinemaxx,Frequently,Agree,6,User Acceptance
2/4/2022 11:47:17,stine,Participant,NFB,Frequently,Strongly disagree,1,User Acceptance
2/4/2022 11:47:18,QWERTY1001,Participant,NFB,Frequently,Strongly disagree,1,User Acceptance
2/4/2022 11:48:00,240696xxxxx,Participant,NFB,Frequently,Strongly disagree,1,User Acceptance
2/4/2022 11:48:04,anja220,Participant,Cinemaxx,Frequently,Strongly disagree,1,User Acceptance
2/4/2022 11:48:13,AL,Participant,NFB,Frequently,Neither agree nor disagree,4,User Acceptance
2/4/2022 11:48:26,8888,Participant,NFB,Frequently,Strongly disagree,1,User Acceptance
2/4/2022 11:48:36,2020,Participant,Cinemaxx,Frequently,Strongly disagree,1,User Acceptance
2/4/2022 11:50:32,anja220,Participant,NFB,Frequently,Disagree,2,User Acceptance
2/4/2022 11:50:37,Athen,Participant,NFB,Frequently,Strongly disagree,1,User Acceptance
2/4/2022 11:50:57,gamer,Participant,NFB,Frequently,Strongly disagree,1,User Acceptance
2/4/2022 11:52:05,Melina,Participant,Cinemaxx,Frequently,Strongly disagree,1,User Acceptance
2/4/2022 11:52:16,Jakob,Participant,Cinemaxx,Frequently,Strongly disagree,1,User Acceptance
2/4/2022 11:52:34,stine,Participant,Cinemaxx,Frequently,Strongly disagree,1,User Acceptance
2/4/2022 11:52:39,KK,Anthropologist,NFB,Frequently,Strongly disagree,1,User Acceptance
2/4/2022 11:52:58,ACM,Anthropologist,NFB,Frequently,Strongly disagree,1,User Acceptance
2/4/2022 11:54:36,704314,Participant,NFB,Frequently,Strongly disagree,1,User Acceptance
2/4/2022 11:54:37,SK95,Participant,NFB,Frequently,Disagree,2,User Acceptance
2/4/2022 11:55:29,gHoStFaCeKiLlEr,Anthropologist,Cinemaxx,Frequently,Disagree,2,User Acceptance
2/4/2022 11:55:32,240696xxxx,Participant,Cinemaxx,Frequently,Disagree,2,User Acceptance
2/4/2022 11:55:34,8888,Participant,Cinemaxx,Frequently,Strongly disagree,1,User Acceptance
2/4/2022 11:55:43,QWERTY1001,Participant,Cinemaxx,Frequently,Strongly disagree,1,User Acceptance
2/4/2022 11:56:18,gamer,Participant,Cinemaxx,Frequently,Strongly disagree,1,User Acceptance
2/4/2022 11:56:21,gHoStFaCeKiLlEr,Anthropologist,NFB,Frequently,Disagree,2,User Acceptance
2/4/2022 11:56:34,Melina,Participant,NFB,Frequently,Strongly disagree,1,User Acceptance
2/4/2022 11:56:43,KK,Anthropologist,Cinemaxx,Frequently,Strongly disagree,1,User Acceptance
2/4/2022 11:56:50,704314,Participant,Cinemaxx,Frequently,Strongly disagree,1,User Acceptance
2/4/2022 11:57:54,ACM,Participant,Cinemaxx,Frequently,Strongly disagree,1,User Acceptance
2/4/2022 11:58:20,SK95,Participant,Cinemaxx,Frequently,Disagree,2,User Acceptance
2/4/2022 12:00:33,Tammy,Anthropologist,Cinemaxx,Frequently,Disagree,2,User Acceptance
2/4/2022 12:01:10,AL,Participant,Cinemaxx,Frequently,Disagree,2,User Acceptance
2/4/2022 12:05:24,cocio91,Anthropologist,NFB,Frequently,Strongly disagree,1,User Acceptance
2/4/2022 12:06:55,cocio91,Anthropologist,Cinemaxx,Frequently,Disagree,2,User Acceptance
2/4/2022 11:41:17,201805308,Participant,NFB,Variety_Of_Purposes,Disagree,2,User Acceptance
2/4/2022 11:42:28,TRS,Participant,NFB,Variety_Of_Purposes,Strongly disagree,1,User Acceptance
2/4/2022 11:43:10,201805308,Participant,Cinemaxx,Variety_Of_Purposes,Disagree,2,User Acceptance
2/4/2022 11:44:52,2020,Participant,NFB,Variety_Of_Purposes,Disagree,2,User Acceptance
2/4/2022 11:45:49,Athen,Participant,Cinemaxx,Variety_Of_Purposes,Strongly disagree,1,User Acceptance
2/4/2022 11:46:01,Jakob,Participant,NFB,Variety_Of_Purposes,Strongly disagree,1,User Acceptance
2/4/2022 11:47:14,TRS,Participant,Cinemaxx,Variety_Of_Purposes,Strongly disagree,1,User Acceptance
2/4/2022 11:47:17,stine,Participant,NFB,Variety_Of_Purposes,Strongly disagree,1,User Acceptance
2/4/2022 11:47:18,QWERTY1001,Participant,NFB,Variety_Of_Purposes,Strongly disagree,1,User Acceptance
2/4/2022 11:48:00,240696xxxxx,Participant,NFB,Variety_Of_Purposes,Strongly disagree,1,User Acceptance
2/4/2022 11:48:04,anja220,Participant,Cinemaxx,Variety_Of_Purposes,Strongly disagree,1,User Acceptance
2/4/2022 11:48:13,AL,Participant,NFB,Variety_Of_Purposes,Slightly agree,5,User Acceptance
2/4/2022 11:48:26,8888,Participant,NFB,Variety_Of_Purposes,Strongly disagree,1,User Acceptance
2/4/2022 11:48:36,2020,Participant,Cinemaxx,Variety_Of_Purposes,Disagree,2,User Acceptance
2/4/2022 11:50:32,anja220,Participant,NFB,Variety_Of_Purposes,Strongly disagree,1,User Acceptance
2/4/2022 11:50:37,Athen,Participant,NFB,Variety_Of_Purposes,Strongly disagree,1,User Acceptance
2/4/2022 11:50:57,gamer,Participant,NFB,Variety_Of_Purposes,Strongly disagree,1,User Acceptance
2/4/2022 11:52:05,Melina,Participant,Cinemaxx,Variety_Of_Purposes,Strongly disagree,1,User Acceptance
2/4/2022 11:52:16,Jakob,Participant,Cinemaxx,Variety_Of_Purposes,Strongly disagree,1,User Acceptance
2/4/2022 11:52:34,stine,Participant,Cinemaxx,Variety_Of_Purposes,Strongly disagree,1,User Acceptance
2/4/2022 11:52:39,KK,Anthropologist,NFB,Variety_Of_Purposes,Strongly disagree,1,User Acceptance
2/4/2022 11:52:58,ACM,Anthropologist,NFB,Variety_Of_Purposes,Strongly disagree,1,User Acceptance
2/4/2022 11:54:36,704314,Participant,NFB,Variety_Of_Purposes,Strongly disagree,1,User Acceptance
2/4/2022 11:54:37,SK95,Participant,NFB,Variety_Of_Purposes,Disagree,2,User Acceptance
2/4/2022 11:55:29,gHoStFaCeKiLlEr,Anthropologist,Cinemaxx,Variety_Of_Purposes,Strongly disagree,1,User Acceptance
2/4/2022 11:55:32,240696xxxx,Participant,Cinemaxx,Variety_Of_Purposes,Strongly disagree,1,User Acceptance
2/4/2022 11:55:34,8888,Participant,Cinemaxx,Variety_Of_Purposes,Strongly disagree,1,User Acceptance
2/4/2022 11:55:43,QWERTY1001,Participant,Cinemaxx,Variety_Of_Purposes,Strongly disagree,1,User Acceptance
2/4/2022 11:56:18,gamer,Participant,Cinemaxx,Variety_Of_Purposes,Strongly disagree,1,User Acceptance
2/4/2022 11:56:21,gHoStFaCeKiLlEr,Anthropologist,NFB,Variety_Of_Purposes,Strongly disagree,1,User Acceptance
2/4/2022 11:56:34,Melina,Participant,NFB,Variety_Of_Purposes,Strongly disagree,1,User Acceptance
2/4/2022 11:56:43,KK,Anthropologist,Cinemaxx,Variety_Of_Purposes,Strongly disagree,1,User Acceptance
2/4/2022 11:56:50,704314,Participant,Cinemaxx,Variety_Of_Purposes,Strongly disagree,1,User Acceptance
2/4/2022 11:57:54,ACM,Participant,Cinemaxx,Variety_Of_Purposes,Strongly disagree,1,User Acceptance
2/4/2022 11:58:20,SK95,Participant,Cinemaxx,Variety_Of_Purposes,Disagree,2,User Acceptance
2/4/2022 12:00:33,Tammy,Anthropologist,Cinemaxx,Variety_Of_Purposes,Disagree,2,User Acceptance
2/4/2022 12:01:10,AL,Participant,Cinemaxx,Variety_Of_Purposes,Disagree,2,User Acceptance
2/4/2022 12:05:24,cocio91,Anthropologist,NFB,Variety_Of_Purposes,Strongly disagree,1,User Acceptance
2/4/2022 12:06:55,cocio91,Anthropologist,Cinemaxx,Variety_Of_Purposes,Disagree,2,User Acceptance
